Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served,Total Dwell Time,Branch_Direction,Weekday_Hour,previous_bus_delay
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,17,1775,1790,15,0.01,1844,54,0.03,-51,3,159,477,10B Micmac Terminal_East,Sunday_17,10.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,18,1830,1852,22,0.01,1911,59,0.03,118,2,131,262,10B Micmac Terminal_East,Sunday_18,-51.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,19,1824,1835,11,0.01,1884,49,0.03,175,4,99,396,10B Micmac Terminal_East,Sunday_19,118.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,20,1817,1850,33,0.02,1902,52,0.03,-32,4,146,584,10B Micmac Terminal_East,Sunday_20,175.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,21,1805,1830,25,0.01,1885,55,0.03,44,2,126,252,10B Micmac Terminal_East,Sunday_21,-32.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,22,1816,1831,15,0.01,1878,47,0.03,34,2,138,276,10B Micmac Terminal_East,Sunday_22,44.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,23,1822,1839,17,0.01,1871,32,0.02,154,6,141,846,10B Micmac Terminal_East,Sunday_23,34.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,5,873,885,12,0.01,892,7,0.01,-17,6,201,1206,10B Micmac Terminal_West,Monday_5,55.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,6,928,939,11,0.01,948,9,0.01,108,3,164,492,10B Micmac Terminal_West,Monday_6,-17.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,7,600,642,42,0.07,888,246,0.41,523,7,234,1638,10B Micmac Terminal_West,Monday_7,108.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,8,630,1083,453,0.72,1400,317,0.5,297,12,277,3324,10B Micmac Terminal_West,Monday_8,523.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,9,589,628,39,0.07,791,163,0.28,561,8,444,3552,10B Micmac Terminal_West,Monday_9,297.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,10,878,908,30,0.03,966,58,0.07,180,5,278,1390,10B Micmac Terminal_West,Monday_10,561.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,11,914,950,36,0.04,961,11,0.01,171,2,266,532,10B Micmac Terminal_West,Monday_11,180.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,12,902,944,42,0.05,994,50,0.06,115,5,154,770,10B Micmac Terminal_West,Monday_12,171.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,13,923,936,13,0.01,987,51,0.06,152,6,157,942,10B Micmac Terminal_West,Monday_13,115.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,14,877,912,35,0.04,943,31,0.04,116,2,185,370,10B Micmac Terminal_West,Monday_14,152.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,15,887,918,31,0.03,919,1,0.0,2,6,171,1026,10B Micmac Terminal_West,Monday_15,116.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,16,629,635,6,0.01,954,319,0.51,492,6,297,1782,10B Micmac Terminal_West,Monday_16,2.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,17,601,639,38,0.06,785,146,0.24,166,7,318,2226,10B Micmac Terminal_West,Monday_17,492.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,18,611,621,10,0.02,982,361,0.59,592,10,273,2730,10B Micmac Terminal_West,Monday_18,166.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,19,875,900,25,0.03,923,23,0.03,2,4,173,692,10B Micmac Terminal_West,Monday_19,592.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,20,904,932,28,0.03,975,43,0.05,28,3,284,852,10B Micmac Terminal_West,Monday_20,2.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,21,882,900,18,0.02,921,21,0.02,178,6,153,918,10B Micmac Terminal_West,Monday_21,28.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,22,926,979,53,0.06,1011,32,0.03,-53,3,228,684,10B Micmac Terminal_West,Monday_22,178.0
10-Dalhousie,West,Monday,Full service,10B Micmac Terminal,April,23,895,911,16,0.02,916,5,0.01,-60,5,295,1475,10B Micmac Terminal_West,Monday_23,-53.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,5,915,1223,308,0.34,1271,48,0.05,164,5,270,1350,10B Micmac Terminal_East,Tuesday_5,154.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,6,870,894,24,0.03,927,33,0.04,38,5,201,1005,10B Micmac Terminal_East,Tuesday_6,164.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,7,600,635,35,0.06,981,346,0.58,524,8,423,3384,10B Micmac Terminal_East,Tuesday_7,38.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,8,625,644,19,0.03,1041,397,0.64,507,8,337,2696,10B Micmac Terminal_East,Tuesday_8,524.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,9,607,650,43,0.07,978,328,0.54,182,5,391,1955,10B Micmac Terminal_East,Tuesday_9,507.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,10,883,917,34,0.04,921,4,0.0,111,3,254,762,10B Micmac Terminal_East,Tuesday_10,182.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,11,886,930,44,0.05,984,54,0.06,154,5,268,1340,10B Micmac Terminal_East,Tuesday_11,111.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,12,905,941,36,0.04,990,49,0.05,-25,6,266,1596,10B Micmac Terminal_East,Tuesday_12,154.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,13,881,892,11,0.01,900,8,0.01,122,3,285,855,10B Micmac Terminal_East,Tuesday_13,-25.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,14,893,900,7,0.01,915,15,0.02,178,4,171,684,10B Micmac Terminal_East,Tuesday_14,122.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,15,918,943,25,0.03,991,48,0.05,-59,4,218,872,10B Micmac Terminal_East,Tuesday_15,178.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,16,586,598,12,0.02,827,229,0.39,265,7,402,2814,10B Micmac Terminal_East,Tuesday_16,-59.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,17,601,620,19,0.03,825,205,0.34,381,5,313,1565,10B Micmac Terminal_East,Tuesday_17,265.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,18,606,626,20,0.03,824,198,0.33,564,9,346,3114,10B Micmac Terminal_East,Tuesday_18,381.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,19,926,932,6,0.01,940,8,0.01,1,3,281,843,10B Micmac Terminal_East,Tuesday_19,564.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,20,887,924,37,0.04,972,48,0.05,81,6,213,1278,10B Micmac Terminal_East,Tuesday_20,1.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,21,897,901,4,0.0,918,17,0.02,42,4,266,1064,10B Micmac Terminal_East,Tuesday_21,81.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,22,930,942,12,0.01,942,0,0.0,108,4,155,620,10B Micmac Terminal_East,Tuesday_22,42.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,April,23,900,904,4,0.0,919,15,0.02,63,4,213,852,10B Micmac Terminal_East,Tuesday_23,108.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,5,898,905,7,0.01,920,15,0.02,123,4,160,640,10B Micmac Terminal_East,Wednesday_5,63.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,6,885,901,16,0.02,922,21,0.02,103,2,265,530,10B Micmac Terminal_East,Wednesday_6,123.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,7,617,642,25,0.04,1034,392,0.64,275,10,294,2940,10B Micmac Terminal_East,Wednesday_7,103.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,8,616,633,17,0.03,988,355,0.58,477,8,238,1904,10B Micmac Terminal_East,Wednesday_8,275.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,9,622,627,5,0.01,859,232,0.37,253,6,379,2274,10B Micmac Terminal_East,Wednesday_9,477.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,10,896,899,3,0.0,953,54,0.06,141,5,193,965,10B Micmac Terminal_East,Wednesday_10,253.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,11,928,946,18,0.02,975,29,0.03,-47,4,249,996,10B Micmac Terminal_East,Wednesday_11,141.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,12,876,911,35,0.04,930,19,0.02,32,5,217,1085,10B Micmac Terminal_East,Wednesday_12,-47.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,13,880,903,23,0.03,946,43,0.05,-27,2,233,466,10B Micmac Terminal_East,Wednesday_13,32.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,14,909,914,5,0.01,921,7,0.01,113,4,236,944,10B Micmac Terminal_East,Wednesday_14,-27.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,15,914,949,35,0.04,960,11,0.01,138,4,216,864,10B Micmac Terminal_East,Wednesday_15,113.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,16,627,638,11,0.02,830,192,0.31,336,8,334,2672,10B Micmac Terminal_East,Wednesday_16,138.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,17,612,641,29,0.05,821,180,0.29,548,5,276,1380,10B Micmac Terminal_East,Wednesday_17,336.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,18,613,650,37,0.06,964,314,0.51,420,7,399,2793,10B Micmac Terminal_East,Wednesday_18,548.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,19,925,965,40,0.04,1022,57,0.06,27,5,229,1145,10B Micmac Terminal_East,Wednesday_19,420.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,20,881,884,3,0.0,893,9,0.01,-49,6,242,1452,10B Micmac Terminal_East,Wednesday_20,27.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,21,891,928,37,0.04,977,49,0.05,158,6,265,1590,10B Micmac Terminal_East,Wednesday_21,-49.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,22,924,948,24,0.03,1003,55,0.06,-9,5,207,1035,10B Micmac Terminal_East,Wednesday_22,158.0
10-Dalhousie,East,Wednesday,Full service,10B Micmac Terminal,April,23,926,941,15,0.02,994,53,0.06,173,5,218,1090,10B Micmac Terminal_East,Wednesday_23,-9.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,5,871,915,44,0.05,917,2,0.0,101,2,266,532,10A Bridge Terminal_West,Thursday_5,-34.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,6,930,1191,261,0.28,1213,22,0.02,-35,6,295,1770,10A Bridge Terminal_West,Thursday_6,101.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,7,621,651,30,0.05,1003,352,0.57,358,11,426,4686,10A Bridge Terminal_West,Thursday_7,-35.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,8,577,610,33,0.06,897,287,0.5,198,8,310,2480,10A Bridge Terminal_West,Thursday_8,358.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,9,623,659,36,0.06,921,262,0.42,265,11,234,2574,10A Bridge Terminal_West,Thursday_9,198.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,10,912,928,16,0.02,980,52,0.06,-26,3,164,492,10A Bridge Terminal_West,Thursday_10,265.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,11,924,960,36,0.04,968,8,0.01,78,4,159,636,10A Bridge Terminal_West,Thursday_11,-26.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,12,901,932,31,0.03,979,47,0.05,124,2,231,462,10A Bridge Terminal_West,Thursday_12,78.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,13,887,893,6,0.01,933,40,0.05,-57,4,213,852,10A Bridge Terminal_West,Thursday_13,124.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,14,876,889,13,0.01,908,19,0.02,175,4,166,664,10A Bridge Terminal_West,Thursday_14,-57.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,15,895,916,21,0.02,946,30,0.03,70,6,161,966,10A Bridge Terminal_West,Thursday_15,175.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,16,604,635,31,0.05,1000,365,0.6,287,12,256,3072,10A Bridge Terminal_West,Thursday_16,70.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,17,602,639,37,0.06,1014,375,0.62,219,8,309,2472,10A Bridge Terminal_West,Thursday_17,287.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,18,595,601,6,0.01,831,230,0.39,349,6,345,2070,10A Bridge Terminal_West,Thursday_18,219.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,19,893,893,0,0.0,929,36,0.04,-52,4,181,724,10A Bridge Terminal_West,Thursday_19,349.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,20,879,915,36,0.04,928,13,0.01,131,3,252,756,10A Bridge Terminal_West,Thursday_20,-52.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,21,883,1588,705,0.8,1616,28,0.03,145,3,286,858,10A Bridge Terminal_West,Thursday_21,131.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,22,924,1112,188,0.2,1150,38,0.04,111,6,240,1440,10A Bridge Terminal_West,Thursday_22,145.0
10-Dalhousie,West,Thursday,Full service,10A Bridge Terminal,April,23,918,962,44,0.05,980,18,0.02,113,3,217,651,10A Bridge Terminal_West,Thursday_23,111.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,5,906,936,30,0.03,937,1,0.0,62,4,193,772,10A Bridge Terminal_West,Friday_5,113.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,6,870,877,7,0.01,896,19,0.02,-30,6,173,1038,10A Bridge Terminal_West,Friday_6,62.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,7,572,576,4,0.01,760,184,0.32,548,9,262,2358,10A Bridge Terminal_West,Friday_7,-30.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,8,607,627,20,0.03,1003,376,0.62,164,6,381,2286,10A Bridge Terminal_West,Friday_8,548.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,9,603,618,15,0.02,954,336,0.56,312,7,283,1981,10A Bridge Terminal_West,Friday_9,164.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,10,870,907,37,0.04,926,19,0.02,-24,6,169,1014,10A Bridge Terminal_West,Friday_10,312.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,11,902,920,18,0.02,935,15,0.02,161,2,207,414,10A Bridge Terminal_West,Friday_11,-24.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,12,874,907,33,0.04,956,49,0.06,1,3,187,561,10A Bridge Terminal_West,Friday_12,161.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,13,918,953,35,0.04,963,10,0.01,143,6,213,1278,10A Bridge Terminal_West,Friday_13,1.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,14,902,906,4,0.0,940,34,0.04,53,5,194,970,10A Bridge Terminal_West,Friday_14,143.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,15,891,906,15,0.02,943,37,0.04,135,2,292,584,10A Bridge Terminal_West,Friday_15,53.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,16,622,630,8,0.01,917,287,0.46,354,9,255,2295,10A Bridge Terminal_West,Friday_16,135.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,17,593,625,32,0.05,927,302,0.51,452,10,294,2940,10A Bridge Terminal_West,Friday_17,354.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,18,579,585,6,0.01,835,250,0.43,142,12,448,5376,10A Bridge Terminal_West,Friday_18,452.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,19,883,887,4,0.0,904,17,0.02,72,5,159,795,10A Bridge Terminal_West,Friday_19,142.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,20,871,886,15,0.02,895,9,0.01,-56,4,234,936,10A Bridge Terminal_West,Friday_20,72.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,21,878,885,7,0.01,936,51,0.06,76,2,298,596,10A Bridge Terminal_West,Friday_21,-56.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,22,876,909,33,0.04,933,24,0.03,72,4,196,784,10A Bridge Terminal_West,Friday_22,76.0
10-Dalhousie,West,Friday,Full service,10A Bridge Terminal,April,23,903,945,42,0.05,999,54,0.06,133,6,289,1734,10A Bridge Terminal_West,Friday_23,72.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,5,1780,1788,8,0.0,1841,53,0.03,150,3,140,420,10A Bridge Terminal_West,Saturday_5,133.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,6,1801,1806,5,0.0,1860,54,0.03,26,2,160,320,10A Bridge Terminal_West,Saturday_6,150.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,7,1821,1833,12,0.01,1844,11,0.01,-39,2,121,242,10A Bridge Terminal_West,Saturday_7,26.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,8,1789,1816,27,0.02,1866,50,0.03,-23,4,164,656,10A Bridge Terminal_West,Saturday_8,-39.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,9,1805,1829,24,0.01,1849,20,0.01,110,2,159,318,10A Bridge Terminal_West,Saturday_9,-23.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,10,1776,1780,4,0.0,1833,53,0.03,155,4,93,372,10A Bridge Terminal_West,Saturday_10,110.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,11,1785,1807,22,0.01,1854,47,0.03,8,4,102,408,10A Bridge Terminal_West,Saturday_11,155.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,12,1770,1775,5,0.0,1801,26,0.01,37,6,118,708,10A Bridge Terminal_West,Saturday_12,8.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,13,1809,1843,34,0.02,1890,47,0.03,72,5,172,860,10A Bridge Terminal_West,Saturday_13,37.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,14,1830,1855,25,0.01,1879,24,0.01,-28,4,159,636,10A Bridge Terminal_West,Saturday_14,72.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,15,1797,1810,13,0.01,1840,30,0.02,-13,6,135,810,10A Bridge Terminal_West,Saturday_15,-28.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,16,1816,1851,35,0.02,1896,45,0.02,55,6,139,834,10A Bridge Terminal_West,Saturday_16,-13.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,17,1816,1821,5,0.0,1846,25,0.01,108,6,174,1044,10A Bridge Terminal_West,Saturday_17,55.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,18,1783,1801,18,0.01,1837,36,0.02,180,2,138,276,10A Bridge Terminal_West,Saturday_18,108.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,19,1791,1821,30,0.02,1871,50,0.03,45,2,95,190,10A Bridge Terminal_West,Saturday_19,180.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,20,1774,1794,20,0.01,1845,51,0.03,8,4,165,660,10A Bridge Terminal_West,Saturday_20,45.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,21,1773,1797,24,0.01,1844,47,0.03,79,2,94,188,10A Bridge Terminal_West,Saturday_21,8.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,22,1830,1849,19,0.01,1894,45,0.02,83,3,156,468,10A Bridge Terminal_West,Saturday_22,79.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,April,23,1822,1847,25,0.01,1873,26,0.01,158,5,145,725,10A Bridge Terminal_West,Saturday_23,83.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,5,1797,1805,8,0.0,1845,40,0.02,70,4,156,624,10A Bridge Terminal_West,Sunday_5,158.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,6,1819,1832,13,0.01,1856,24,0.01,160,4,144,576,10A Bridge Terminal_West,Sunday_6,70.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,7,1807,1812,5,0.0,1871,59,0.03,58,3,109,327,10A Bridge Terminal_West,Sunday_7,160.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,8,1777,2097,320,0.18,2140,43,0.02,-40,5,95,475,10A Bridge Terminal_West,Sunday_8,58.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,9,1771,1784,13,0.01,1798,14,0.01,168,4,99,396,10A Bridge Terminal_West,Sunday_9,-40.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,10,1807,1846,39,0.02,1847,1,0.0,155,4,174,696,10A Bridge Terminal_West,Sunday_10,168.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,11,1774,1781,7,0.0,1784,3,0.0,-56,5,124,620,10A Bridge Terminal_West,Sunday_11,155.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,12,1805,1834,29,0.02,1846,12,0.01,38,6,136,816,10A Bridge Terminal_West,Sunday_12,-56.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,13,1784,1804,20,0.01,1844,40,0.02,-27,5,118,590,10A Bridge Terminal_West,Sunday_13,38.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,14,1775,1813,38,0.02,1865,52,0.03,138,6,100,600,10A Bridge Terminal_West,Sunday_14,-27.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,15,1794,1814,20,0.01,1814,0,0.0,129,4,148,592,10A Bridge Terminal_West,Sunday_15,138.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,16,1797,1811,14,0.01,1838,27,0.02,68,5,91,455,10A Bridge Terminal_West,Sunday_16,129.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,17,1793,1805,12,0.01,1846,41,0.02,136,2,126,252,10A Bridge Terminal_West,Sunday_17,68.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,18,1782,1815,33,0.02,1830,15,0.01,93,6,129,774,10A Bridge Terminal_West,Sunday_18,136.0
10-Dalhousie,West,Sunday,Reduced service,10A Bridge Terminal,April,19,1773,1815,42,0.02,1833,18,0.01,6,2,166,332,10A Bridge Terminal_West,Sunday_19,93.0
